2019-06-06 22:59:21,1136769574492352512,b'RT @murielrearte: Se acercan las elecciones y no s\xc3\xa9 si votar a guatemala o guatepeor.'
2019-06-06 22:59:16,1136769552031895564,b'EEUU: AHORA\n\nEE.UU. env\xc3\xada tropas a la frontera de M\xc3\xa9xico y Guatemala para frenar migraci\xc3\xb3n https://t.co/XIQzzUHatm'
2019-06-06 22:58:53,1136769458800910337,b'@jarquin_marisa Creer que la soluci\xc3\xb3n para Guatemala es lo que hace ese infeliz en Venezuela es como estar del lado de los que no quieren el combate a la corrupci\xc3\xb3n'
2019-06-06 22:58:38,1136769396028915713,b'RT @muniguate: \xc2\xbfQui\xc3\xa9n se apunta?\n\nSi estas a punto de aplicar para ingresar a la Universidad de San Carlos de Guatemala nosotros podemos da\xe2\x80\xa6'
2019-06-06 22:58:31,1136769363309223936,"b'RT @CaraotaDigital: #Ahora #6Jun Grupo de Lima reunido en #Guatemala expresan su respaldo al presidente (E) @jguaido, rechazando el llamado\xe2\x80\xa6'"
2019-06-06 22:58:29,1136769356766035968,"b'RT @alonsomattei: Este a\xc3\xb1o el XI Encuentro Centroamericano de Software Libre #ECSL2019 ser\xc3\xa1 Quetzaltenango, Guatemala. Varias personas de l\xe2\x80\xa6'"
2019-06-06 22:58:27,1136769349866393600,b'RT @RaulRodriguezC: El gobierno de @lopezobrador_ se compromete a desplegar 6 mil efectivos de la Guardia Nacional en la frontera con Guate\xe2\x80\xa6'
2019-06-06 22:58:00,1136769235286470656,"b'@SandraTorresGUA Juntos por Guatemala, tiene mi voto'"
2019-06-06 22:58:00,1136769234338553858,b'La postura del Gobierno de #Guatemala\xf0\x9f\x87\xac\xf0\x9f\x87\xb9 frente a la crisis migratoria es fuertemente criticada \xf0\x9f\x91\x89https://t.co/ADKupWPQqx\n\nEl presidente Jimmy Morales Cabrera no tom\xc3\xb3 medidas para contrarrestar esta problem\xc3\xa1tica y permitir\xc3\xa1 la instalaci\xc3\xb3n del Ej\xc3\xa9rcito de #EEUU\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 en la frontera https://t.co/e4WShHJjZI'
2019-06-06 22:58:00,1136769234061733888,b'RT @RCR750: Julio Borges: Terminamos reuni\xc3\xb3n del #GrupoDeLima en Guatemala con un compromiso firme de los pa\xc3\xadses de tomar acciones contra f\xe2\x80\xa6'
2019-06-06 22:57:50,1136769194526158852,"b'@Milenio @mileniotv @sergomezv conocen la aduana de M\xc3\xa9xico con Guatemala? son 4 cuartitos, 6 aduanales gordos y dos camionetas del a\xc3\xb1o 80. Nada m\xc3\xa1s.........'"
2019-06-06 22:57:47,1136769180710068224,"b'RT @AchagaLop3z_: De donde son mis JULIANTINAS hermosas!?\n\xc2\xbfSomos internacionales?\n\nYo soy de Guatemala \xf0\x9f\x87\xac\xf0\x9f\x87\xb9\n\nComenta, da RT y no olvides la f\xe2\x80\xa6'"
2019-06-06 22:57:47,1136769179137257473,b'De Guatemala a guatepeor'
2019-06-06 22:57:39,1136769149038923777,"b'RT @alba_keneth: #AlertaAlbaKeneth \xe2\x9a\xa0 | Josue Davin Trigueros Carranza, de 17 a\xc3\xb1os de edad. Desapareci\xc3\xb3 el 28 de Mayo de 2019, en Zona 1, Mi\xe2\x80\xa6'"
2019-06-06 22:57:39,1136769147310923777,b'RT @xMitzrael: #HumanizacionWeonaDePaises\nHonduras&amp;ElSalvador: -Pele\xc3\xa1ndose como siempre-\nNicaragua: -Animando la pelea-\nGuatemala: -Buscand\xe2\x80\xa6'
2019-06-06 22:57:37,1136769138955890689,b'RT @ElCapoDelFollow: RT si esta tu pa\xc3\xads\xf0\x9f\x91\x87\n\nM\xc3\xa9xico\xf0\x9f\x87\xb2\xf0\x9f\x87\xbd\nUruguay\xf0\x9f\x87\xba\xf0\x9f\x87\xbe\nArgentina\xf0\x9f\x87\xa6\xf0\x9f\x87\xb7\nPer\xc3\xba\xf0\x9f\x87\xb5\xf0\x9f\x87\xaa\nBolivia\xf0\x9f\x87\xa7\xf0\x9f\x87\xb4\nEspa\xc3\xb1a\xf0\x9f\x87\xaa\xf0\x9f\x87\xb8\nBrasil\xf0\x9f\x87\xa7\xf0\x9f\x87\xb7\nVenezuela\xf0\x9f\x87\xbb\xf0\x9f\x87\xaa\nGuatemala\xf0\x9f\x87\xac\xf0\x9f\x87\xb9\nColombi\xe2\x80\xa6'
2019-06-06 22:57:34,1136769124598784001,"b'@Ardon_Jose El mundo en general vive mejor, la riqueza ha aumentado y la pobreza extrema est\xc3\xa1 por extinguirse (en Guatemala no obviamente pero eso es por todos los ladrones). Y bueno, con tu muestra igual era una respuesta l\xc3\xb3gica.'"
2019-06-06 22:57:28,1136769099126714369,b'Guatemala\nUruguay\nArgentina\nDinamarca\nArgelia\nLitonia\nUcrania\nPolonia\nEspa\xc3\xb1a https://t.co/GdVKPm5Uyz'
2019-06-06 22:57:26,1136769093913235456,b'RT @El_Universal_Mx: #\xc3\x9altimaHora M\xc3\xa9xico ofrece enviar hasta 6 mil elementos de la Guardia Nacional a frontera con Guatemala para detener fl\xe2\x80\xa6'
2019-06-06 22:57:22,1136769076703850496,"b""RT @Facso: El d\xc3\xada que AMLO anuncia una marcha en Tijuana por la 'dignidad' su Gobierno dobla la rodilla y acepta desplegar la Guardia Nacio\xe2\x80\xa6"""
