2019-06-07 00:49:53,1136797392433438720,"{'name': 'ChapinGT Trader', 'location': 'Guatemala'}",[],[],[],77,"b'RT @El_andarin: -Al\xc3\xb3, Prensa Libre? \n-A la orden\n- Le hablamos de la municipalidad de Guatemala\n-En qu\xc3\xa9 podemos servirle\n-Necesitamos una e\xe2\x80\xa6'"
2019-06-07 00:49:34,1136797312129175552,"{'name': 'C. E. R. O.', 'location': 'ciudad de Mexico'}","[{'text': 'Mexicanos', 'indices': [235, 245]}]",[],[],0,"b'Todo parece indicar que @lopezobrador_ con sus geniales ""negociadores"" se bajar\xc3\xa1n los pantalones ante @realDonaldTrump \nA cambiar el discurso y desplegar fuerzas armadas en la frontera con Guatemala.\nEso, o gracias a lopitos todos los #Mexicanos pagamos por sus pendejadas'"
